TEMP,SAL,DO,PH,XMS,DEPTH,CHL_A,DENSITY,DATE,STATION
11.6,33.66,7.8,7.9,88,28,3.459,25.61,19990421,E14
11.6,33.66,7.7,7.9,89,29,3.169,25.62,19990421,E14
11.5,33.67,7.4,7.9,89,30,3.227,25.64,19990421,E14
11.5,33.67,7,7.9,89,31,3.024,25.64,19990421,E14
11.5,33.66,6.8,7.9,89,32,2.81,25.63,19990421,E14
11.5,33.66,6.8,7.9,89,33,2.827,25.64,19990421,E14
11.5,33.66,6.7,7.9,89,34,2.76,25.64,19990421,E14
11.5,33.66,6.6,7.9,89,35,2.7,25.64,19990421,E14
11.5,33.66,6.5,7.9,90,36,2.621,25.64,19990421,E14
11.5,33.67,6.5,7.9,90,37,2.525,25.64,19990421,E14
11.4,33.65,6.4,7.9,90,38,2.214,25.64,19990421,E14
11.2,33.67,6.4,7.9,90,40,2.004,25.7,19990421,E14
11,33.75,6.2,7.8,90,41,1.96,25.8,19990421,E14
10.9,33.72,5.8,7.8,90,42,1.993,25.79,19990421,E14
10.9,33.72,5.7,7.8,90,43,2.016,25.79,19990421,E14
10.9,33.72,5.7,7.8,90,44,2.026,25.8,19990421,E14
10.8,33.74,5.6,7.8,90,45,2.026,25.82,19990421,E14
10.7,33.74,5.5,7.8,90,46,2.041,25.83,19990421,E14
10.7,33.75,5.4,7.8,90,47,2.073,25.85,19990421,E14
10.7,33.74,5.3,7.8,90,48,1.638,25.85,19990421,E14
10.6,33.75,5.2,7.8,90,49,1.53,25.87,19990421,E14
10.5,33.76,5.2,7.8,90,50,1.459,25.89,19990421,E14
10.5,33.79,5.1,7.8,90,51,1.486,25.92,19990421,E14
10.5,33.78,4.9,7.8,91,52,1.391,25.92,19990421,E14
10.4,33.78,4.9,7.8,90,53,1.402,25.92,19990421,E14
10.4,33.79,4.8,7.8,90,54,1.24,25.93,19990421,E14
10.3,33.8,4.8,7.8,91,55,1.099,25.96,19990421,E14
10.1,33.89,4.6,7.7,90,56,0.792,26.06,19990421,E14
9.9,33.81,4.6,7.7,89,57,0.678,26.03,19990421,E14
10,33.81,4.5,7.7,88,58,0.641,26.03,19990421,E14
10,33.81,4.3,7.7,88,59,0.641,26.03,19990421,E14
10,33.84,4,7.7,88,60,0.641,26.04,19990421,E14
10,33.82,4.1,7.7,88,61,0.641,26.03,19990421,E14
9.9,33.81,4.1,7.7,88,62,0.624,26.03,19990421,E14
9.9,33.81,4.1,7.7,88,63,0.565,26.04,19990421,E14
9.9,33.82,4,7.7,87,64,0.617,26.05,19990421,E14
9.9,33.83,3.9,7.7,87,65,0.551,26.05,19990421,E14
9.9,33.83,3.9,7.7,87,66,0.554,26.05,19990421,E14
9.9,33.83,3.9,7.7,88,67,0.554,26.05,19990421,E14
9.9,33.83,3.8,7.7,88,68,0.554,26.05,19990421,E14
9.9,33.83,3.8,7.7,88,69,0.587,26.05,19990421,E14
9.9,33.83,3.8,7.7,88,70,0.583,26.06,19990421,E14
9.8,33.84,3.8,7.7,88,71,0.529,26.07,19990421,E14
9.8,33.84,3.8,7.7,88,72,0.447,26.07,19990421,E14
9.8,33.85,3.7,7.7,88,73,0.468,26.08,19990421,E14
9.8,33.86,3.6,7.7,88,74,0.493,26.1,19990421,E14
9.8,33.88,3.6,7.7,88,75,0.47,26.11,19990421,E14
9.8,33.88,3.6,7.7,89,76,0.468,26.12,19990421,E14
9.7,33.9,3.6,7.7,88,77,0.468,26.13,19990421,E14
9.7,33.91,3.6,7.7,89,78,0.468,26.14,19990421,E14
9.7,33.91,3.5,7.7,89,79,0.468,26.14,19990421,E14
9.7,33.93,3.5,7.7,90,80,0.425,26.16,19990421,E14
9.7,33.93,3.5,7.7,90,81,0.455,26.16,19990421,E14
9.7,33.94,3.5,7.7,90,82,0.411,26.17,19990421,E14
9.7,33.94,3.5,7.7,90,83,0.412,26.18,19990421,E14
9.6,33.94,3.4,7.7,90,84,0.404,26.18,19990421,E14
9.6,33.96,3.4,7.6,90,85,0.435,26.2,19990421,E14
9.6,33.97,3.4,7.6,90,86,0.39,26.22,19990421,E14
9.5,33.98,3.4,7.6,90,87,0.381,26.24,19990421,E14
9.4,33.99,3.4,7.6,90,88,0.381,26.25,19990421,E14
9.4,34,3.3,7.6,90,89,0.412,26.26,19990421,E14
9.4,34,3.2,7.6,90,90,0.395,26.26,19990421,E14
9.4,33.99,3.1,7.6,90,91,0.357,26.26,19990421,E14
9.4,33.99,3.1,7.6,90,92,0.322,26.26,19990421,E14
9.4,34,3.1,7.6,90,93,0.365,26.26,19990421,E14
9.4,34,3.1,7.6,89,94,0.381,26.27,19990421,E14
9.4,34,3,7.6,89,95,.,26.26,19990421,E14
16.1,33.6,8.6,8.1,89,1,0.802,24.63,19990519,E14
16.1,33.59,8.5,8.1,89,2,0.913,24.63,19990519,E14
16.1,33.59,8.5,8.1,89,3,1.104,24.64,19990519,E14
16.1,33.59,8.5,8.1,89,4,1.084,24.65,19990519,E14
16,33.59,8.5,8.1,89,5,1.223,24.66,19990519,E14
15.9,33.59,8.5,8.1,89,6,1.489,24.68,19990519,E14
15.7,33.61,8.6,8.1,88,7,1.802,24.73,19990519,E14
15.7,33.59,8.6,8.1,88,8,1.994,24.72,19990519,E14
15.7,33.59,8.6,8.1,88,9,2.296,24.72,19990519,E14
15.7,33.59,8.7,8.1,88,10,2.785,24.73,19990519,E14
15.6,33.6,8.7,8.1,87,11,3.477,24.75,19990519,E14
15.6,33.6,8.7,8.1,87,12,3.715,24.75,19990519,E14
15.5,33.61,8.7,8.1,87,13,3.007,24.78,19990519,E14
15.2,33.6,8.8,8.1,88,14,2.854,24.84,19990519,E14
14.9,33.58,8.9,8.1,87,15,3.133,24.9,19990519,E14
14.6,33.6,9,8.1,87,16,3.766,24.97,19990519,E14
14.1,33.6,9.1,8.1,87,17,5.249,25.07,19990519,E14
13.8,33.59,9.3,8.1,87,18,6.898,25.14,19990519,E14
13.6,33.63,9.3,8.1,86,19,6.874,25.21,19990519,E14
13.6,33.62,9.1,8.1,87,20,7.057,25.21,19990519,E14
13.4,33.62,9,8.1,87,22,7.443,25.23,19990519,E14
13.4,33.6,9,8,87,23,7.204,25.23,19990519,E14
13.2,33.61,9,8,87,24,7.132,25.26,19990519,E14
13.1,33.6,8.9,8,87,25,6.932,25.28,19990519,E14
13,33.59,8.9,8,88,26,7.033,25.3,19990519,E14
12.8,33.6,8.7,8,88,28,7.328,25.35,19990519,E14
12.8,33.6,8.5,8,88,29,7.328,25.35,19990519,E14
12.8,33.6,8.5,8,88,30,7.356,25.35,19990519,E14
12.8,33.6,8.5,8,88,31,7.349,25.35,19990519,E14
12.8,33.61,8.4,8,88,32,7.227,25.35,19990519,E14
12.8,33.61,8.5,8,88,33,7.254,25.35,19990519,E14
12.7,33.62,8.4,8,88,34,6.992,25.37,19990519,E14
12.5,33.59,8.5,8,88,35,6.524,25.39,19990519,E14
12.4,33.61,8.5,8,88,36,6.216,25.43,19990519,E14
12.3,33.6,8.3,8,88,37,5.563,25.44,19990519,E14
12.3,33.61,8.1,8,88,38,5.109,25.46,19990519,E14
12.2,33.59,8.1,8,88,39,4.373,25.45,19990519,E14
12.1,33.6,8,8,89,40,3.974,25.49,19990519,E14
11.8,33.61,7.9,7.9,89,42,3.173,25.55,19990519,E14
11.7,33.62,7.7,7.9,89,43,3.035,25.56,19990519,E14
11.7,33.63,7.6,7.9,90,44,2.888,25.58,19990519,E14
11.7,33.62,7.4,7.9,90,45,2.765,25.58,19990519,E14
11.6,33.62,7.4,7.9,90,46,2.702,25.59,19990519,E14
11.6,33.63,7.3,7.9,90,47,2.552,25.61,19990519,E14
11.5,33.63,7.2,7.9,90,48,2.395,25.62,19990519,E14
11.5,33.64,7.1,7.9,90,49,2.318,25.63,19990519,E14
11.4,33.65,7.1,7.9,90,50,2.285,25.64,19990519,E14
11.4,33.66,7,7.9,90,51,2.25,25.66,19990519,E14
11.4,33.66,6.8,7.9,90,52,2.208,25.66,19990519,E14
11.3,33.66,6.7,7.9,90,53,2.181,25.67,19990519,E14
11.3,33.67,6.7,7.8,90,54,2.087,25.69,19990519,E14
11.1,33.7,6.6,7.8,90,55,1.932,25.73,19990519,E14
10.9,33.69,6.4,7.8,90,57,1.463,25.76,19990519,E14
10.8,33.72,6.4,7.8,91,58,1.243,25.8,19990519,E14
10.8,33.72,6.3,7.8,91,59,1.13,25.81,19990519,E14
10.7,33.73,6.2,7.8,91,60,0.925,25.83,19990519,E14
10.5,33.7,6.2,7.8,91,61,0.743,25.85,19990519,E14
10.5,33.72,6.1,7.8,90,62,0.656,25.87,19990519,E14
10.5,33.71,6.1,7.8,90,63,0.623,25.87,19990519,E14
10.4,33.71,6,7.8,90,64,0.552,25.88,19990519,E14
10.4,33.72,5.8,7.8,89,65,0.546,25.88,19990519,E14
10.3,33.68,5.7,7.7,89,66,0.441,25.86,19990519,E14
10.1,33.68,5.6,7.8,88,67,0.468,25.89,19990519,E14
10.2,33.68,5.6,7.7,87,68,0.468,25.89,19990519,E14
10.2,33.68,5.4,7.7,86,69,0.468,25.9,19990519,E14
10.1,33.67,5.1,7.7,86,70,0.468,25.89,19990519,E14
10.1,33.68,5.1,7.7,86,71,0.468,25.89,19990519,E14
10.1,33.68,5,7.7,86,72,0.456,25.9,19990519,E14
10.1,33.67,5,7.7,86,73,0.395,25.89,19990519,E14
10.1,33.69,5,7.7,86,74,0.464,25.91,19990519,E14
10.2,33.74,4.9,7.7,86,75,0.477,25.92,19990519,E14
10.3,33.75,4.8,7.8,90,76,0.505,25.93,19990519,E14
10.2,33.78,5.1,7.8,90,77,0.456,25.96,19990519,E14
10.1,33.79,5.2,7.8,91,78,0.398,25.98,19990519,E14
10.1,33.78,5.2,7.7,90,79,0.381,25.98,19990519,E14
10,33.83,5.1,7.7,89,81,0.374,26.03,19990519,E14
9.9,33.85,4.8,7.7,88,82,0.291,26.06,19990519,E14
9.9,33.86,4.8,7.7,89,83,0.295,26.07,19990519,E14
9.9,33.86,4.7,7.7,89,84,0.295,26.07,19990519,E14
9.9,33.86,4.8,7.7,90,85,0.295,26.08,19990519,E14
9.9,33.87,4.8,7.7,90,86,0.295,26.09,19990519,E14
9.8,33.87,4.7,7.7,90,87,0.295,26.09,19990519,E14
9.8,33.88,4.7,7.7,90,88,0.295,26.1,19990519,E14
9.8,33.88,4.6,7.7,90,89,0.283,26.11,19990519,E14
9.8,33.89,4.6,7.7,89,90,0.221,26.11,19990519,E14
9.8,33.89,4.5,7.7,89,91,0.247,26.12,19990519,E14
9.8,33.89,4.4,7.7,89,92,0.222,26.12,19990519,E14
9.8,33.9,4.4,7.7,90,93,0.23,26.13,19990519,E14
9.8,33.91,4.3,7.7,89,94,0.206,26.14,19990519,E14
9.7,33.92,4.3,7.7,89,95,0.208,26.15,19990519,E14
9.7,33.93,4.3,7.6,89,96,0.208,26.17,19990519,E14
9.7,33.94,4.1,7.6,89,97,0.208,26.18,19990519,E14
17.6,33.64,8.3,8.1,89,1,1.096,24.33,19990623,E14
17.6,33.64,8.3,8.1,89,2,1.158,24.33,19990623,E14
17.5,33.64,8.2,8.1,89,3,1.172,24.34,19990623,E14
17.5,33.64,8.2,8.1,89,4,1.236,24.34,19990623,E14
17.5,33.64,8.3,8.1,89,5,1.203,24.35,19990623,E14
17.4,33.64,8.3,8.1,89,6,1.246,24.36,19990623,E14
17.4,33.63,8.3,8.1,89,7,1.247,24.37,19990623,E14
17.3,33.63,8.3,8.1,89,8,1.304,24.38,19990623,E14
17.2,33.63,8.4,8.1,89,9,1.381,24.4,19990623,E14
17.2,33.63,8.4,8.1,89,10,1.42,24.42,19990623,E14
17.2,33.63,8.4,8.1,89,11,1.44,24.42,19990623,E14
17.1,33.63,8.4,8.1,89,12,1.786,24.43,19990623,E14
16.8,33.51,8.6,8.1,89,13,2.434,24.41,19990623,E14
15.6,33.61,9,8.1,88,14,2.465,24.77,19990623,E14
15.2,33.62,8.8,8.1,87,15,2.899,24.86,19990623,E14
14.9,33.63,9.3,8.1,87,16,3.321,24.93,19990623,E14
14.8,33.64,9.6,8.1,86,17,3.481,24.96,19990623,E14
14.7,33.63,9.5,8.1,86,18,3.621,24.98,19990623,E14
14.3,33.62,9.9,8.1,86,19,4.274,25.04,19990623,E14
14.1,33.63,9.9,8.1,86,20,5.834,25.1,19990623,E14
13.9,33.63,9.9,8.1,85,21,8.835,25.14,19990623,E14
13.6,33.65,10,8.1,83,22,12.28,25.23,19990623,E14
13.3,33.64,10.1,8.1,81,23,11.07,25.28,19990623,E14
12.9,33.67,10.2,8.1,82,24,9.926,25.38,19990623,E14
12.7,33.67,10.1,8,83,25,9.443,25.41,19990623,E14
12.7,33.67,9.9,8,84,26,9.329,25.42,19990623,E14
12.6,33.67,9.3,8,84,27,9.085,25.43,19990623,E14
12.6,33.66,9,8,84,28,8.104,25.43,19990623,E14
12.3,33.64,9.1,8,85,29,6.549,25.48,19990623,E14
12.1,33.66,9.2,8,87,30,6.051,25.52,19990623,E14
12.1,33.66,8.6,8,88,31,5.684,25.53,19990623,E14
12,33.66,8.4,7.9,88,32,5.334,25.54,19990623,E14
12,33.66,8.2,7.9,89,33,4.655,25.55,19990623,E14
11.9,33.66,7.9,7.9,89,34,4.248,25.57,19990623,E14
11.8,33.66,7.9,7.9,90,35,3.94,25.58,19990623,E14
11.8,33.66,7.9,7.9,90,36,3.571,25.58,19990623,E14
11.8,33.65,7.7,7.9,90,37,3.079,25.58,19990623,E14
11.7,33.65,7.6,7.9,91,38,2.771,25.59,19990623,E14
11.6,33.66,7.6,7.9,91,39,2.508,25.61,19990623,E14
11.6,33.66,7.4,7.9,91,40,2.297,25.63,19990623,E14
11.5,33.66,7.3,7.9,91,41,2.193,25.63,19990623,E14
11.5,33.66,7.2,7.9,91,42,2.121,25.64,19990623,E14
11.5,33.67,7.2,7.9,92,43,2.027,25.65,19990623,E14
11.4,33.67,7,7.9,92,44,1.932,25.67,19990623,E14
11.3,33.68,6.9,7.9,92,45,2.061,25.68,19990623,E14
11.3,33.69,7,7.8,91,46,2.005,25.7,19990623,E14
11.3,33.69,6.9,7.8,91,47,1.884,25.71,19990623,E14
11.2,33.7,6.7,7.8,91,48,1.844,25.72,19990623,E14
11.2,33.7,6.8,7.8,91,49,1.828,25.73,19990623,E14
11.1,33.72,6.5,7.8,91,50,1.716,25.75,19990623,E14
11.1,33.72,6.4,7.8,91,51,1.68,25.76,19990623,E14
11,33.72,6.4,7.8,91,52,1.659,25.77,19990623,E14
11,33.72,6.3,7.8,91,53,1.596,25.77,19990623,E14
11,33.72,6.2,7.8,91,54,1.646,25.77,19990623,E14
11,33.72,6.2,7.8,91,55,1.656,25.77,19990623,E14
11,33.72,6.1,7.8,92,56,1.594,25.77,19990623,E14
11,33.72,6.2,7.8,91,57,1.593,25.77,19990623,E14
11,33.72,6.1,7.8,91,58,1.522,25.77,19990623,E14
11,33.71,6.1,7.8,92,59,1.416,25.77,19990623,E14
10.9,33.73,6.1,7.8,92,60,1.326,25.81,19990623,E14
10.8,33.75,6.1,7.8,92,61,1.226,25.83,19990623,E14
10.7,33.73,5.9,7.8,91,62,1.102,25.83,19990623,E14
10.7,33.74,5.8,7.8,90,63,1.162,25.84,19990623,E14
10.7,33.73,5.8,7.8,90,64,1.136,25.83,19990623,E14
10.7,33.72,5.8,7.8,91,65,1.049,25.82,19990623,E14
10.6,33.73,5.6,7.8,89,66,1.074,25.86,19990623,E14
10.6,33.73,5.5,7.7,89,67,1.025,25.86,19990623,E14
10.6,33.73,5.4,7.8,88,68,0.969,25.86,19990623,E14
10.5,33.69,5.4,7.8,88,69,0.899,25.85,19990623,E14
10.4,33.71,5.4,7.7,87,70,0.901,25.86,19990623,E14
10.5,33.7,5.3,7.7,86,71,0.901,25.86,19990623,E14
10.4,33.7,5.2,7.7,86,72,0.901,25.86,19990623,E14
10.4,33.7,5.1,7.7,85,73,0.901,25.86,19990623,E14
10.4,33.7,5,7.7,85,74,0.901,25.86,19990623,E14
10.4,33.69,5,7.7,86,75,0.881,25.86,19990623,E14
10.4,33.69,5,7.7,85,76,0.819,25.87,19990623,E14
10.3,33.71,5,7.7,85,77,0.814,25.88,19990623,E14
10.3,33.71,4.8,7.7,85,78,0.803,25.89,19990623,E14
10.3,33.72,4.9,7.7,85,79,0.734,25.9,19990623,E14
10.3,33.72,4.8,7.7,85,80,0.728,25.9,19990623,E14
10.3,33.72,4.8,7.7,85,81,0.749,25.9,19990623,E14
10.3,33.72,4.6,7.7,85,82,0.838,25.9,19990623,E14
10.3,33.72,4.7,7.7,85,83,0.781,25.9,19990623,E14
10.3,33.72,4.6,7.7,85,84,0.771,25.9,19990623,E14
10.3,33.72,4.7,7.7,85,85,0.751,25.9,19990623,E14
10.3,33.72,4.6,7.7,85,86,0.791,25.9,19990623,E14
10.3,33.72,4.6,7.7,85,87,0.734,25.9,19990623,E14
10.2,33.73,4.6,7.7,85,88,0.678,25.92,19990623,E14
10.2,33.72,4.5,7.7,84,89,0.657,25.92,19990623,E14
10.2,33.73,4.5,7.7,84,90,0.675,25.93,19990623,E14
10.2,33.73,4.4,7.7,84,91,0.684,25.93,19990623,E14
10.1,33.74,4.4,7.7,84,92,0.655,25.94,19990623,E14
10.1,33.76,4.4,7.7,84,93,0.714,25.96,19990623,E14
10.1,33.77,4.3,7.7,84,94,0.728,25.97,19990623,E14
10.1,33.79,4.4,7.7,83,95,0.728,25.98,19990623,E14
10.1,33.79,4.5,7.7,83,96,0.693,25.99,19990623,E14
10.1,33.79,4.2,7.7,82,97,0.782,25.99,19990623,E14
20.9,33.71,8.6,8.1,86,1,0.69,23.53,19990721,E14
20.8,33.71,8.3,8.1,87,2,0.647,23.55,19990721,E14
20.7,33.69,8.9,8.1,87,3,0.689,23.58,19990721,E14
19.6,33.61,9,8.1,87,4,0.5,23.8,19990721,E14
18.2,33.61,9.3,8.1,88,5,0.221,24.14,19990721,E14
16.5,33.38,10,8,88,6,0.047,24.38,19990721,E14
15.9,33.45,10.2,8,90,7,0.037,24.57,19990721,E14
15.7,33.46,9.7,8,91,8,0.078,24.62,19990721,E14
15.5,33.44,9.6,8,91,9,0.123,24.64,19990721,E14
15.3,33.42,9.8,8,91,10,0.153,24.69,19990721,E14
15.2,33.43,9.8,8,91,11,0.219,24.72,19990721,E14
14.9,33.45,9.8,8,91,12,0.221,24.8,19990721,E14
14.8,33.46,10,8,91,13,0.368,24.83,19990721,E14
14.8,33.46,10.2,8,91,14,0.382,24.83,19990721,E14
14.7,33.48,10.2,8,90,15,0.392,24.87,19990721,E14
14.6,33.48,10.2,8,90,16,0.539,24.89,19990721,E14
14.5,33.48,10.3,8,90,17,0.649,24.9,19990721,E14
14.4,33.49,10.3,8,90,18,0.749,24.92,19990721,E14
14.3,33.53,10.4,8,89,19,1.049,24.98,19990721,E14
14.2,33.5,10.5,8,89,20,1.555,24.99,19990721,E14
14.1,33.5,10.4,8,89,21,2.503,25.01,19990721,E14
13.9,33.53,10.5,8,88,22,3.504,25.06,19990721,E14
13.8,33.52,10.5,8,87,23,6.845,25.08,19990721,E14
13.7,33.51,10.4,8,87,24,9.904,25.1,19990721,E14
13.6,33.51,10.2,8,86,25,11.67,25.12,19990721,E14
13.4,33.52,10.1,8,85,26,12.32,25.16,19990721,E14
13.4,33.52,9.9,8,86,27,12.55,25.17,19990721,E14
13.3,33.52,9.6,8,86,28,12.79,25.17,19990721,E14
13.3,33.52,9.5,8,86,29,12.87,25.18,19990721,E14
13.3,33.52,9.6,8,86,30,12.81,25.18,19990721,E14
13.3,33.53,9.6,8,86,31,12.52,25.19,19990721,E14
13.2,33.51,9.6,8,87,32,10.11,25.19,19990721,E14
13.1,33.49,9.5,8,87,33,7.863,25.2,19990721,E14
12.9,33.53,9.5,7.9,88,34,6.982,25.27,19990721,E14
12.8,33.53,9,7.9,88,35,5.466,25.28,19990721,E14
12.6,33.58,8.7,7.9,89,36,4.289,25.36,19990721,E14
12.6,33.6,8.5,7.9,90,37,4.243,25.39,19990721,E14
12.5,33.6,8.3,7.9,90,38,3.56,25.4,19990721,E14
12.3,33.57,8.1,7.9,90,39,2.741,25.41,19990721,E14
12.3,33.59,8.2,7.9,91,40,2.63,25.44,19990721,E14
12.2,33.59,8,7.9,91,41,2.408,25.45,19990721,E14
12.2,33.59,7.9,7.9,91,42,2.142,25.46,19990721,E14
12.1,33.59,7.9,7.9,91,43,1.808,25.47,19990721,E14
12,33.6,7.9,7.8,92,44,1.597,25.5,19990721,E14
12,33.6,7.6,7.8,92,45,1.483,25.5,19990721,E14
12,33.6,7.7,7.8,92,46,1.507,25.5,19990721,E14
12,33.6,7.6,7.8,92,47,1.498,25.51,19990721,E14
11.9,33.61,7.6,7.8,92,48,1.432,25.52,19990721,E14
11.9,33.63,7.6,7.8,92,49,1.413,25.55,19990721,E14
11.8,33.64,7.4,7.8,92,50,1.343,25.58,19990721,E14
11.6,33.69,7,7.8,92,51,1.333,25.65,19990721,E14
11.6,33.67,6.8,7.8,92,52,1.265,25.63,19990721,E14
11.5,33.65,6.5,7.8,91,53,1.107,25.63,19990721,E14
11.4,33.63,6.4,7.7,90,54,0.915,25.64,19990721,E14
11.2,33.63,6.2,7.7,89,55,0.849,25.67,19990721,E14
11.2,33.63,5.9,7.7,87,56,0.82,25.68,19990721,E14
11.1,33.62,5.5,7.7,86,57,0.773,25.67,19990721,E14
11.1,33.63,5.7,7.7,87,58,0.713,25.69,19990721,E14
11.1,33.62,5.8,7.7,86,59,0.75,25.68,19990721,E14
11.1,33.63,5.7,7.7,86,60,0.806,25.69,19990721,E14
11.2,33.63,5.6,7.7,87,61,0.814,25.67,19990721,E14
11.2,33.64,5.7,7.7,87,62,0.83,25.68,19990721,E14
11.2,33.66,5.8,7.7,87,63,0.896,25.69,19990721,E14
11.2,33.66,5.8,7.7,88,64,0.901,25.69,19990721,E14
11.2,33.66,5.8,7.7,88,66,0.901,25.69,19990721,E14
11.2,33.66,5.9,7.7,88,67,0.924,25.69,19990721,E14
11.3,33.7,5.9,7.7,89,68,0.936,25.71,19990721,E14
11.3,33.68,5.9,7.7,90,69,0.897,25.7,19990721,E14
11.3,33.69,6.1,7.7,90,70,0.901,25.7,19990721,E14
11.2,33.68,6.1,7.7,90,71,0.853,25.7,19990721,E14
11.1,33.67,5.9,7.7,90,72,0.696,25.72,19990721,E14
11.1,33.68,5.8,7.7,89,73,0.728,25.72,19990721,E14
11.1,33.68,5.7,7.7,88,74,0.728,25.72,19990721,E14
11.1,33.69,5.7,7.7,89,75,0.728,25.73,19990721,E14
11.1,33.69,5.6,7.7,89,76,0.737,25.73,19990721,E14
11.1,33.69,5.7,7.7,89,77,0.79,25.73,19990721,E14
11.2,33.7,5.7,7.7,89,78,0.823,25.73,19990721,E14
11.2,33.73,5.8,7.7,90,79,0.811,25.75,19990721,E14
11.2,33.73,5.8,7.7,91,80,0.788,25.76,19990721,E14
11.1,33.73,5.8,7.7,91,81,0.729,25.76,19990721,E14
11.1,33.74,5.8,7.7,91,82,0.745,25.78,19990721,E14
11.1,33.74,5.7,7.7,91,83,0.724,25.77,19990721,E14
11.1,33.74,5.7,7.7,91,84,0.675,25.78,19990721,E14
11,33.75,5.7,7.7,91,85,0.673,25.79,19990721,E14
11,33.75,5.7,7.7,91,86,0.579,25.8,19990721,E14
11,33.76,5.6,7.7,91,87,0.625,25.81,19990721,E14
10.9,33.76,5.6,7.6,91,88,0.542,25.82,19990721,E14
10.9,33.77,5.5,7.7,91,89,0.554,25.83,19990721,E14
10.9,33.77,5.5,7.7,90,90,0.521,25.84,19990721,E14
10.8,33.77,5.4,7.7,90,91,0.45,25.85,19990721,E14
10.8,33.78,5.4,7.6,90,92,0.436,25.86,19990721,E14
10.8,33.79,5.4,7.7,91,93,0.465,25.87,19990721,E14
10.8,33.79,5.3,7.6,90,94,0.468,25.87,19990721,E14
10.7,33.79,5.3,7.6,89,95,0.468,25.88,19990721,E14
10.7,33.79,5.2,7.6,89,96,0.468,25.87,19990721,E14
18,33.61,8.5,8,88,1,1.413,24.21,19990818,E14
17.9,33.61,8.5,8.1,88,2,1.447,24.22,19990818,E14
17.9,33.59,8.5,8,88,3,1.727,24.22,19990818,E14
17.1,33.49,8.6,8,88,4,1.843,24.32,19990818,E14
15,33.6,9.4,8.1,88,5,1.731,24.9,19990818,E14
15.1,33.6,9.2,8,88,6,1.798,24.87,19990818,E14
14.7,33.57,9.5,8,88,7,2.047,24.92,19990818,E14
14.3,33.6,9.8,8,88,8,2.252,25.04,19990818,E14
14,33.64,9.7,8.1,88,9,2.534,25.14,19990818,E14
13.9,33.61,9.7,8,88,10,2.775,25.13,19990818,E14
13.8,33.6,9.8,8,88,11,3.253,25.14,19990818,E14
13.4,33.61,9.9,8,87,12,3.627,25.24,19990818,E14
13.2,33.62,9.6,8,87,13,4.207,25.28,19990818,E14
13.1,33.61,9.7,8,87,14,4.407,25.28,19990818,E14
13,33.65,9.7,8,88,15,4.549,25.34,19990818,E14
13,33.62,9.7,8,88,16,4.766,25.33,19990818,E14
12.9,33.61,9.3,8,88,18,4.915,25.34,19990818,E14
12.9,33.63,9.3,8,88,19,4.737,25.35,19990818,E14
12.8,33.59,8.7,8,88,20,3.405,25.34,19990818,E14
12.7,33.6,9,8,88,21,3.465,25.36,19990818,E14
12.6,33.62,8.9,7.9,89,22,3.128,25.4,19990818,E14
12.3,33.67,8.2,7.9,90,23,2.986,25.48,19990818,E14
12.2,33.63,7.3,7.9,90,24,2.793,25.48,19990818,E14
12.2,33.64,7,7.8,91,25,2.775,25.5,19990818,E14
12.1,33.63,7,7.8,91,26,2.738,25.5,19990818,E14
12.1,33.65,6.8,7.8,91,27,2.74,25.52,19990818,E14
12.1,33.65,6.8,7.8,91,28,2.612,25.52,19990818,E14
12,33.64,6.8,7.8,91,29,2.552,25.53,19990818,E14
11.9,33.65,6.7,7.8,91,31,2.556,25.56,19990818,E14
11.9,33.67,6.5,7.8,91,32,2.599,25.57,19990818,E14
11.8,33.66,6.5,7.8,91,33,2.365,25.58,19990818,E14
11.7,33.66,6.5,7.8,91,34,2.332,25.6,19990818,E14
11.7,33.67,6.3,7.8,91,35,2.214,25.61,19990818,E14
11.7,33.67,6.1,7.8,91,36,2.145,25.62,19990818,E14
11.6,33.66,5.9,7.8,91,37,1.943,25.62,19990818,E14
11.6,33.68,6,7.8,91,38,2.015,25.63,19990818,E14
11.6,33.67,6.1,7.8,91,39,1.875,25.63,19990818,E14
11.5,33.69,6,7.7,91,40,1.821,25.65,19990818,E14
11.5,33.68,5.9,7.7,91,42,1.68,25.66,19990818,E14
11.4,33.7,5.8,7.7,91,43,1.627,25.68,19990818,E14
11.4,33.69,5.7,7.7,92,44,1.571,25.68,19990818,E14
11.4,33.71,5.7,7.7,92,45,1.514,25.7,19990818,E14
11.4,33.67,5.5,7.7,92,46,1.297,25.67,19990818,E14
11.2,33.69,5.6,7.7,92,47,1.211,25.71,19990818,E14
11.1,33.72,5.7,7.7,92,48,1.076,25.75,19990818,E14
11,33.72,5.6,7.7,92,49,0.994,25.79,19990818,E14
10.9,33.76,5.3,7.7,92,50,0.919,25.83,19990818,E14
10.9,33.72,5.1,7.7,92,51,0.886,25.8,19990818,E14
10.8,33.73,5.1,7.7,92,52,0.878,25.82,19990818,E14
10.8,33.73,5,7.7,91,53,0.824,25.82,19990818,E14
10.7,33.77,4.9,7.7,91,54,0.771,25.86,19990818,E14
10.6,33.71,5,7.6,91,55,0.675,25.83,19990818,E14
10.6,33.74,4.9,7.7,91,56,0.728,25.85,19990818,E14
10.6,33.74,4.8,7.7,91,57,0.728,25.86,19990818,E14
10.6,33.74,4.8,7.7,91,58,0.689,25.86,19990818,E14
